codmpio;ano;p_achiote;p_aguacate;p_ahuyama;p_aji;p_algodon;p_amaranto;p_arracacha;p_arrozr;p_bananoe;p_cacao;p_cafe;p_calendula;p_canap;p_coco;p_frijol;p_frijola;p_limon;p_lulo;p_maizt;p_maiztr;p_malanga;p_mango;p_maracuya;p_melon;p_name;p_naranja;p_palmaa;p_patilla;p_pina;p_platano;p_sorgo;p_tomate;p_tomatea;p_yuca;p_zaragoza;vrf_peq;vrf_medianos;vrf_grandes;nuf_peq;nuf_medianos;nuf_grandes;y_total;y_corr;y_corr_tribut;y_corr_tribut_IyC;y_corr_tribut_gasol;y_corr_tribut_otros_1;y_corr_tribut_otros_2;y_no_tribut;y_transf;y_transf_nal;y_transf_otra;g_total;g_corr;g_func;g_func_personal;g_func_general;g_func_trans;g_int_deudap;g_otros;deficit;y_cap_regalias;y_cap_transf;y_cap_cofinan;y_cap_otros;g_cap_FBKF;g_cap_resto;deficit_total;finan_credito;finan_credito_desemb;finan_credito_amort;finan_credito_balance;% ingresos corrientes destinados a funcionamiento;Magnitud de la deuda;% ingresos transferencias;% ingresos propios;% gasto destinado a inversi?n;Capacidad de ahorro;Indicador de desempe?o fiscal;Posici?n nacional seg?n desempe?o fiscal;Posici?n departamental seg?n desempe?o fiscal;DI_eficacia;DI_eficiencia;DI_rlegales;DI_capadmin;DI_gestion;DI_desemp_int;DI_rango_indice;DI_p_nal;DI_p_dep;indesarrollo_mun;indesarrollo_dep;total_inv_educ;inv_tranporte;inv_cult;inv_agropecuario;inv_aguasani;inv_ambiental;inv_dllocomun;inv_dyr;inv_en_educacion;inv_equipamiento;inv_gruposvunera;inv_en_justicia;inv_prevdesastr;inv_en_salud;inv_en_vivienda;inv_total;categoria;SGP_total;SGP_educaciontot;SGP_educacion_ps;SGP_educacion_c;SGP_educacion_cg;SGP_educacion_cm;SGP_saludtot;SGP_salud_rs;SGP_salud_sp;SGP_salud_of;SGP_propgeneral_ap;SGP_agua;SGP_propgeneraltot;SGP_progeneral_ld;SGP_propgeneral_de;SGP_propgeneral_ct;SGP_propgeneral_li;SGP_progeneral_fp;SGP_alimescolar;SGP_riberenos;SGP_resgindigena;SGP_fp;SGP_pinfancia;IGA_total;IGA_contratacion;IGA_simat;IGA_regalias;IGA_dialogo_informacion;coddepto;codprovincia;depto;provincia;municipio;pobl_rur;pobl_urb;pobl_tot;indrural;sisben3_pobl_1;sisben3_pobl_2;sisben3_pobl_3;sisben3_pobl_4;sisben3_pobl_5;sisben3_pobl_6;sisben3_pobl_7;sisben3_pobl_8;sisben3_pobl_9;sisben3_pobl_10;desactilosivo;asalt_pob;incur_pob;terrorismot;secuestros;pirateria_terr;reten_ileg;hostig_MD;ataq_instpol;acc_subversivas;emboscada;cont_arm;homic_vict;homic_caso;homicidios;homi_tr;desmovilizados;capturas_MD;coca;eventos_minas;o_acto_terror;o_amenazas;o_delito_sex;o_desap_for;o_desplaza;o_homic;o_minas_anti;o_perd_mue;o_secuest;o_hsininfo;o_tortura;o_vinc_mened;desplazados_expulsion;desplazados_recepcion;hurto_pers;hurto_resi;hurto_auto;hurto_moto;hurto_comer;hurto_entfin;hurto_vehi;hurto;pobsimple_primaria;pobsimple_primaria_p;pobsimple_secund;pobsimple_secundaria_p;asistesc;asistesc_5_a_24;librosleidosprom;anos_est_mun;t_establ;t_establ_o;t_establ_p;docen_total;docen_oficial;docen_nooficial;alumn_total;alumn_oficial;alumn_nooficial;alumn_rural;alumn_urbano;alumn_pre;alumn_pri;alumn_sec;alumn_med;alumn_jov;alumn_acel;alumn_pre_o;alumn_pri_o;alumn_sec_o;alumn_med_o;alumn_jov_o;alumn_acel_o;alumn_pre_p;alumn_pri_p;alumn_sec_p;alumn_med_p;alumn_jov_p;alumn_acel_p;alumn_pre_u;alumn_pri_u;alumn_sec_u;alumn_med_u;alumn_jov_u;alumn_acel_u;alumn_pre_r;alumn_pri_r;alumn_sec_r;alumn_med_r;alumn_jov_r;alumn_acel_r;alumn_mpre;alumn_mpri;alumn_msec;alumn_mmed;alumn_mjov;alumn_macel;alumn_hpre;alumn_hpri;alumn_hsec;alumn_hmed;alumn_hjov;alumn_hacel;alumn_prejar;alumn_jardin;alumn_transi;alumn_pri1;alumn_pri2;alumn_pri3;alumn_pri4;alumn_pri5;alumn_sec6;alumn_sec7;alumn_sec8;alumn_sec9;alumn_med10;alumn_med11;alumn_med12;alumn_med13;alumn_cicloj1;alumn_cicloj2;alumn_cicloj3;alumn_cicloj4;alumn_cicloj5;alumn_cicloj6;alum_totalsu;alum_ruralsu;alum_urbanosu;alumn_presu;alumn_prisu;alumn_secsu;alumn_medsu;alumn_jovsu;alumn_presu_u;alumn_prisu_u;alumn_secsu_u;alumn_medsu_u;alumn_jovsu_u;alumn_presu_r;alumn_prisu_r;alumn_secsu_r;alumn_medsu_r;alumn_jovsu_r;alumn_mpresu;alumn_mprisu;alumn_msecsu;alumn_mmedsu;alumn_mjovsu;alumn_hpresu;alumn_hprisu;alumn_hsecsu;alumn_hmedsu;alumn_hjovsu;adies_serv_2;insc_tot_2;insc_ofic_1;insc_ofic_2;aadm_pres_2;matr_tot_1;matr_tot_2;matr_ofic_1;matr_ofic_2;grad_tot_1;grad_tot_2;grad_nofi_1;grad_nofi_2;grad_ofic_1;grad_ofic_2;s11_total;s11_leng;s11_mate;s11_filo;s11_biol;s11_quim;s11_fisi;s11_soci;s11_ingles;s11_total_ca;s11_total_cf;s11_total_jc;s11_total_jm;s11_total_jn;s11_total_js;s11_total_jt;s11_total_h;s11_total_m;s11_total_r;s11_total_u;s11_total_e1;s11_total_e2;s11_total_e3;s11_total_e4;s11_total_e5;s11_total_e6;s11_total_nt;s11_total_t;s11_total_epn;s11_total_epsi;s11_total_epsc;s11_total_ept;s11_total_emn;s11_total_emsi;s11_total_emsc;s11_total_emt;n_icfes;col_total;col_total_o;col_total_p;col_total_jn;col_total_js;col_total_jt;col_total_mx;col_total_m;col_total_f;subsidiado;cober_subsidiado;contributivo;especial;nacimientos;naci_bajopeso;defunciones;defun_menores;defun_ninez;TMI;prestadores;sedes;tacued;turbacued;truracued;taseo;turbaseo;truraseo;talcan;turbalcan;truralcan;icee_cm;icee_resto;icee_tot;catastro;g_ures_ani;g_ures_con;g_u_tot;cob_gres_pot;cob_gres_efec
44378;2013;;20;110;;;;;;;1,8;62,6991654;;;;11,4;;;;;183,2;21;;;;;;;124,5;;90;;;;270;;50,22000122;159,4750061;;8;1;;31505,342;6839,433;3986,264;1010,661;7,029;;2683,766;367,027;2486,142;1588,399;897,743;35703,318;2383,226;2383,226;1400,7;450,332;532,194;0;;4456,207;13651,894;9455,995;1457,252;100,768;25451,199;7868,893;-4197,976;0;0;0;-4197,976;47,75;0;78,39;58,28;93,32;65,15;74,22;;;91,43833791;43,30666667;68,88;77,11;75,66740157;69,82310154;Satisfactorio;;;;;;;;;;;;;;;;;;;;;;9193700516;572838867;0;572838867;168036000;404802867;2467042399;2288981874;178060525;0;;1201535032;3582623916;1502135649;86509189;64881892;1825325318;103771868;100982257;0;453874428;276440688;538362929;60,32277266;0;95,35071217;75;63,24741585;44;4482;La Guajira;Sur;Hatonuevo;10205;12881;23086;0,442042798;3605;2475;2094;1627;1097;640;298;150;47;16;;0;0;0;0;1;0;0;0;1;0;1;0;0;5;2;;6;0;;;;1;;41;3;;1;;;;;41;63;1;1;4;1;4;0;5;10;;2585;;2955;;;;;17;14;3;172;132;40;3937;3324;613;976;2961;436;1990;1141;370;127;0;347;1676;992;309;127;0;89;314;149;61;0;0;289;1404;948;320;127;0;147;586;193;50;0;0;193;960;540;191;61;0;243;1030;601;179;66;0;31;28;377;469;396;373;406;346;362;279;306;194;196;174;0;0;0;0;28;38;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;0;;;0;0;45,7652359;46,35763931;46,87288666;47,15625381;46,69545364;46,73681641;47,26522064;45,5794754;45,72116089;46,53289413;40,03980255;43,03660202;45,40346527;40,03980255;;53,45223618;46,46929932;45,22647476;;47,51877213;44,27716446;49,20740509;49,42977524;;;;;45,7652359;;45,7652359;;;;45,7652359;;;203;3;2;1;0;0;1;3;0;0;10508;0,894526262;3976;62;302;15;21;2;0;22,97945287;1;1;84,86;100;0;84,86;100;0;84,86;100;0;100;64,24833679;90,022789;2850;2717;2180;2223;95,33333588;76,4912262
44378;2014;;;98,4;;;;;;;;66,05733844;;;;14,5;;;;;170,1;16;;;;;;;36;;;;;;45;;137,5599976;90,96022034;;21;1;;54197,053;6026,751;3908,913;887,086;7,351;;2609,974;269,24;1848,598;1632,053;216,545;52405,529;4234,442;3451,812;1795,258;997,766;658,788;782,63;;1792,309;29855,874;9713,956;0;8600,472;41118,902;7052,185;1791,524;-2250;0;2250;-458,476;76,73347691;7,763290734;76,02236786;64,85937448;91,9198564;29,73922433;68,49294266;;;83,28;29,29166667;66,24;83,17333333;75,833138;63,66120117;Medio;857;;;;;;;;;;;;;;;;;;;;;8011020666;526397093;0;526397093;168066000;358331093;1689417034;1504038685;185378349;0;;1339308430;3870589435;1625647563;90133160;67599870;2087208842;0;101229219;0;484079455;0;0;68,12874627;89,58333333;28,13723662;86,15384615;50,80946084;44;4482;La Guajira;Sur;Hatonuevo;10566;13435;24001;0,440231651;3914;2566;2179;1699;1136;673;320;141;41;12;;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;;23;0;;;3;;;18;;;;;;;;18;31;6;7;4;3;4;0;7;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;43,65320587;;44,93295288;;;;;;45,35303497;43,65320587;;62,82743454;43,21252823;39,22769165;;51,42113495;44,58063126;42,7174263;39,7590065;44,92809296;42,57585907;47,00642776;50,12703323;44,94342041;;;43,88088989;39,64975357;40,4922905;41,65276337;45,00473785;49,81740952;38,20220184;41,61629486;44,36066437;49,73459244;223;4;;;;;;;;;9626;0,955434243;3954;149;295;34;36;4;1;24,49370811;1;1;86,44;100;0;86,44;100;0;86,44;100;0;100;64,22413635;90,01603699;3275;2970;2463;2508;90,68701935;75,20610809
44378;2015;;;126;;;;;;;;105,6594873;;;;12,8;;;;;27,2;12;;;;;;;9;;;;;;24;;124,815506;158,9038239;;18;1;;42240,64063;5510,546875;3808,395996;941,0170288;8,25399971;;2386,993896;263,3930054;1438,758057;1361,462036;77,29599762;52254,09766;3155,020996;2734,062012;1688,641968;676,2969971;369,1229858;420,9590149;;2355,525879;8914,762695;11250,33789;2663,768066;13901,22559;24464,33594;24634,74023;-10013,45508;-1687,5;0;1687,5;-11700,95508;64,62176659;11,9755239;50,96173254;69,1110338;93,96215573;42,7457746;74,75289592;311;;86,46;36,10333333;67,58;75,76488722;75,25889157;66,35055623;Medio;785;;;;;;;;;;;;;;;;;;;;;9290351782;591808473;0;591808473;175845879;415962594;2873299019;2669409517;203889502;0;;1471369866;3292472063;1354830399;90133160;67599870;1779908634;0;106171696;0;524081455;203041392;228107818;74,22604967;61,47540984;98,40540541;100;74,74573099;44;4482;La Guajira;Sur;Hatonuevo;10927;13989;24916;0,438553542;3957;2596;2298;1746;1211;728;352;143;39;10;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;50;0;;;1;;;12;;;;;;;;12;10;5;2;6;5;3;0;11;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,39835739;;44,1554718;;;;;;44,9642334;43,50994492;;62,61763763;44,77591705;37,00307083;;48,7035141;43,70500183;43,19793701;;;42,97367859;48,19186401;52,34124756;;;;44,19104004;37,79030228;40,77585602;41,41163254;45,01281738;50,21716309;39,84830475;41,18906021;44,74277878;49,76215744;;4;;;;;;;;;10104;0,961644618;3703;160;308;32;42;5;0;24,37442231;1;2;87,14;100;0;87,14;100;0;87,14;100;0;100;64,22413793;90,01603849;3425;3276;2539;2587;95,64963531;74,1313858
44378;2016;;;46;;;;;;;;108,8737786;;;;10,4;;;;;75,4;27;;;;;;;81;;;;;;240;;40,80776596;8,360398293;;5;8;;28877,572;4268,246;2979,37;713,899;6,467;;1765,769;269,776;1019,1;967,671;51,429;38364,029;3374,686;2368,738;1693,63;551,433;123,675;1005,948;;893,56;5851,737;10785,653;1632,66;6339,276;21875,119;13114,224;-9486,457;-4692,134;0;4692,134;-14178,591;60,84;44,03;60,96;69,8;91,2;20,94;62,82;;;69,3359;27,11395062;66,20716881;59,2790823;61,051448;55,92711686;Bajo;110;;;;;;;;;;;;;;;;;;;;;8692183473;632452580;0;632452580;192999236;439453344;3188486815;2959328025;229158790;0;;1498982161;2258343471;948504258;104787137;78590353;1126461723;0;120235648;0;585109479;186526433;222046886;69,80502354;86,07594937;97,19505919;93,98970712;57,51964939;44;4482;La Guajira;Sur;Hatonuevo;11289;14543;25832;0,4370161;4031;2520;2208;1702;1183;736;354;149;40;9;;0;0;1;0;0;0;0;0;0;0;0;0;0;2;;;27;0;;;2;;;19;;;1;1;;;;19;11;3;0;7;7;6;0;14;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6951;0,95988303;3595;187;;;;;;;1;2;100;100;0;100;100;0;100;100;0;;;;3631;3533;2628;2678;97,30101776;72,37675476
44378;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8686051433;743072761;0;743072761;255859449;487213312;3164945118;2935863984;229081134;0;;1536126079;2197656700;923015814;101971271;76478453;1096191162;0;121315300;0;581814932;125780933;215339610;;;;;;44;4482;La Guajira;Sur;Hatonuevo;11666;15116;26782;0,435591072;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;26;0;;;;;;;;;;;;;;0;7;0;3;6;10;10;0;16;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44420;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1941,012;323,725;0,021;0;0;;0,021;10,747;312,957;312,957;0;1259,572;181,39;181,39;80,835;74,52;26,035;0;;142,335;0;1600,476;15,93;0,881;526,411;551,771;681,44;0;0;0;-681,44;;;;;;;;;;;;;;;;;;;29,79580687;32,91044759;176691;;;8423;217697;3732;0;48300;310482;12164;0;0;500;287877;15000;1078182;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;4482;La Guajira;Sur;La Jagua del Pilar;741;1705;2446;0,302943587;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;0;;;;;13;108;15;;1;2;;;;108;21;;;;;;;;;;293;;308;;;;;4;4;0;28;28;0;544;544;0;133;411;117;285;100;42;;;117;285;100;42;;;0;0;0;0;;;76;193;100;42;;;41;92;0;0;;;;;;;;;;;;;;;7;49;61;78;65;60;47;35;41;29;13;17;21;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,13622284;42,83130264;47,01251602;46,41307068;43,16163254;46,7741394;50,0923233;;;43,13622284;;;43,13622284;;;;43,15263367;43,11043167;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;1246;0,812842653;;;30;5;4;1;0;;;;;;;;;;;;;;;;;;;;;
44420;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1296,193;230,312;41,233;0,079;40,015;;0,37;1;188,079;188,079;0;1071,774;113,832;113,832;0;113,832;0;0;;116,48;0,1;1065,781;0;0;496,143;461,799;224,419;0;0;0;-224,419;109,1649993;0;96,73405118;3,181084916;75,69875445;-33,52495745;49,15;857;10;;;;;;;;;;31,47624168;35,36883358;313671;;0;12288;198808;;60461;25496;293678;44080;0;200;1000;259267;0;1009992;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;4482;La Guajira;Sur;La Jagua del Pilar;737;1761;2498;0,295036018;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;0;;;;;;69;5;;3;5;;;;69;28;;;;;;;;;;296;;319;;;;;4;4;0;28;28;0;545;545;0;138;407;129;289;96;31;;;129;289;96;31;;;0;0;0;0;;;87;193;96;31;;;42;96;0;0;;;;;;;;;;;;;;;19;37;73;72;73;60;48;36;42;24;18;12;20;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;43,5591011;45,06184006;47,29778671;48,2648735;48,3846283;44,91778564;48,20579147;;;43,5591011;;;43,5591011;;;;45,62595749;38,04748154;;;;;;;;;;;;;;;;;;;11;1;1;0;0;0;0;1;0;0;1246;0,81138333;;;33;5;2;0;0;;;;;;;;;;;;;;;;;;;;;
44420;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1844,237;472,431;54,03;0,128;45,939;;0,48;129,228;289,173;289,173;0;2058,815;501,697;501,697;135,365;119,7;246,632;0;;-29,266;0;1283,806;0;88;664,011;893,107;-214,578;0;0;0;214,578;131,81499;0;85,29158671;2,929666849;75,63175905;-6,194767067;44,27;974;12;;;;;;;;;;32,27480285;34,14209303;;117108;51478;28052;210104;2945;10912;71875;276818;72417;135610;1000;320;375500;19300;1557118;6;1594862422;327181235;327181235;0;0;0;203277204;143327421;7806455;52143328;304871616;;727891335;289173629;52051253;22307680;364358773;0;31641022;0;0;0;0;;;;;;44;4482;La Guajira;Sur;La Jagua del Pilar;738;1816;2554;0,28895849;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;0;;;1;;;94;51;;17;;;;;94;47;;;;;;;;;;295;;333;;;;;4;4;0;28;28;0;618;618;0;155;463;137;335;113;33;;;137;335;113;33;;;0;0;0;0;;;87;230;113;33;;;50;105;0;0;;;;;;;;;;;;;;;34;44;59;85;75;72;58;45;49;26;21;17;13;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;42,44525528;41,24206161;45,86663818;47,29588318;43,69399643;49,36024475;45,2312851;;;42,44525528;;;42,44525528;;;;42,98999405;41,90052032;;;;;;;;;;;;;;;;;;;18;1;1;0;0;0;0;1;0;0;1246;0,810413356;;;34;1;7;0;0;;;;;;;;;;;;;;;;;;;;;
44420;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2415,037;478,034;81,337;0;45,389;;30,566;0;396,697;396,697;0;2699,764;584,921;584,921;391,61;125,484;67,827;0;;-106,887;0;1253,622;1,26;682,121;777,224;1337,619;-284,727;0;0;0;284,727;122,5257868;34,59209942;68,33514352;3,367940119;78,33436552;-22,35970663;40,23;1015;13;;;;;;;;;;33,14057287;34,76325401;201140;127702;52781;46600;870621;4000;0;84425;201140;1673;38600;67554;0;350197;24418;2114843;6;1592622126;152318518;0;152318518;0;152318518;220777428;160052253;10861175;49864000;349302464;;833971455;331316696;59637005;25558717;417459037;0;36252265;0;0;0;0;;;;;;44;4482;La Guajira;Sur;La Jagua del Pilar;742;1868;2610;0,284291178;;;;;;;;;;;0;0;0;1;0;0;0;0;0;2;1;1;0;0;4;0;0;;0;2;;2;1;;132;9;;8;6;;1;;132;35;0;0;0;0;0;0;0;0;;291;;345;;;;;4;4;0;23;23;0;584;584;0;161;423;110;329;119;26;;;110;329;119;26;;;0;0;0;0;;;57;221;119;26;;;53;108;0;0;;;;;;;;;;;;;;;10;43;57;67;79;68;63;52;38;38;26;17;14;12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;47,4863739;47,59194565;47,66257858;50,50619125;42,47332382;51,30406189;53,01367188;;;47,4863739;;;47,4863739;;;;46,29025269;48,68249893;;;;;;;;;;;;;;;;;;;12;1;1;0;0;0;0;1;0;0;1633;1,060854595;;;26;4;;;;;;;;;;;;;;;;;;;;;;;;
44420;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2534,964;881,587;51,478;8,071;18,172;;11,414;102,907;727,202;380,975;346,227;2141,346;571,075;571,075;315,312;97,27;158,493;0;;310,512;0;1304,591;0;348,786;835,307;734,964;393,618;0;0;0;-393,618;110,1406437;0;80,15076348;2,030719174;73,33102637;35,22193499;50,23;900;12;;;;;;;;;;32,00843283;33,80823717;102182;103096;56865;67350;641316;8260;0;42686;102182;0;42051;71385;0;249467;0;1570271;6;1676409151;49568750;0;49568750;0;49568750;238002929;224347475;13655454;0;397797408;;949754771;377314608;38809503;29107127;407499777;97023756;41285300;0;0;0;0;;;;;;44;4482;La Guajira;Sur;La Jagua del Pilar;753;1913;2666;0,28244561;;;;;;;;;;;0;0;0;0;4;0;1;0;0;1;0;0;0;0;3;1;0;;0;;;4;;9;205;40;;5;5;;;;205;80;0;0;0;0;0;0;0;0;;294;;350;;;;;4;4;0;24;24;0;572;572;0;129;443;70;335;135;32;0;;70;335;135;32;0;;0;0;0;0;0;;43;233;135;32;0;;27;102;0;0;0;;27;151;79;13;0;;43;184;56;19;0;;0;0;70;68;68;76;64;59;45;30;38;22;16;16;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;42,29481888;42,48152161;46,65433884;48,59698486;41,51154327;51,2373085;43,86518478;;;42,29481888;;;42,29481888;;;;42,16856003;42,57258606;;;;;;;;;;;;;;;;;;;16;1;1;0;0;0;0;1;0;0;1657;1,075162069;;;27;1;6;0;0;;;;;;;;;;;;;;;;;;;;;
44420;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3566,275;1475,154;82,001;0;0;;60,227;1,205;1391,948;709,658;682,29;3879,436;790,222;790,222;329,008;254,172;207,042;0;;684,932;0;2057,762;0;33,359;2230,134;859,08;-313,161;0;0;0;313,161;91,01463821;8,41E-05;96,7314635;2,299345956;79,63049268;46,43122006;54,57324851;833;11;67,47875681;21,335;85,5;17,83140504;36,20232677;49,65907371;;836;;32,81363835;33,65022265;221437;230698;81513;53353;750246;62142;16765;133529;221437;83432;41878;71413;7800;394259;28000;3089214;6;3003280005;48951627;0;48951627;0;48951627;237258511;221715070;15543441;0;778236032;;1858064836;738164237;75925464;56944099;797217375;189813661;80769021;0;0;0;0;;;;;;44;4482;La Guajira;Sur;La Jagua del Pilar;771;1950;2721;0,283351719;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;;0;;;1;;;154;28;;2;2;;;;154;64;0;0;0;0;0;0;0;0;371;296;395;356;;;;7,238610744;2;2;0;25;25;0;534;534;0;104;430;79;296;128;31;0;;79;296;128;31;0;;0;0;0;0;0;;60;211;128;31;0;;19;85;0;0;0;;34;133;66;18;0;;45;163;62;13;0;;0;0;79;67;52;55;59;63;44;29;29;26;18;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;;;;;;;0;0;;;0;0;44,32104111;44,38594437;49,39203644;43,94119644;46,78551865;45,14644623;47,77390289;;;44,32104111;;;44,32104111;;;;39,74974442;46,03527832;;;;;;;;;;;;;;;;;;;11;1;1;0;0;0;0;1;0;0;1928;1,329655172;;;32;1;6;1;0;23,87;;;84,56057007;99,03225806;44,14414414;;;;62,47030879;84,51612903;0,900900901;;;;;;;;;
44420;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155,5;;;3;;3565,353919;844,155051;84,529;0,37;0;;38,815;3,288;756,338051;756,102051;0,236;4151,1495;842,8595;842,8595;425,9104;235,4361;181,513;0;;1,295551;0;2119,993868;0;601,205;1904,126;1404,164;-585,795581;0;0;0;585,795581;88,88312268;0;80,67451323;2,370844576;79,69575656;0,153473109;50,37;1039;15;0;36,12;78,75;17,35428571;33,85974776;34,01243694;Critico;1048;12;56,591477;43,76966;221772;209606;65514;89916;896147;43517;17741;87726;145335;49986;46851;66983;10124;245708;99899;2379685;6;3166784152;45231697;0;45231697;0;45231697;242026793;227090979;14935814;0;798866816;;1907321609;757732762;77938227;58453670;818351382;194845568;82910185;0;0;90427043;0;;;;;;44;4482;La Guajira;Sur;La Jagua del Pilar;794;1980;2774;0,286229283;;;;;;;;;;;2;0;0;0;0;1;0;0;0;0;0;0;0;0;6;1;0;;0;2;;1;;;61;12;;1;1;;;;61;19;2;0;1;0;0;0;1;3;;293;;360;;;;;2;2;0;25;25;0;606;606;0;97;509;112;307;151;36;0;;112;307;151;36;0;;0;0;0;0;0;;83;239;151;36;0;;29;68;0;0;0;;49;135;77;19;0;;63;172;74;17;0;;20;32;60;67;66;66;50;58;66;30;27;28;20;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;;;;;;;0;0;;;0;0;43,76163483;44,54360962;43,39715195;49,173069;45,46068192;44,8505249;50,56684875;42,98744583;;43,48184586;48,51804352;43,16653442;43,16637421;48,52243042;;;41,27536774;45,34380341;;;;;;;;;;;;;;;;;;;18;1;1;0;0;0;0;1;0;0;1928;1;;;24;0;2;0;0;22,91;;;;;;;;;;;;;;;344;344;214;214;100;62,20930099
